ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
,Male,,89,No,Lawyer,1,High,2,Cat_6
,Male,Yes,70,Yes,Artist,1,Low,2,Cat_6
,Male,Yes,30,No,Executive,5,High,4,Cat_6
,Male,Yes,37,No,Executive,9,High,6,Cat_6
,Female,No,30,Yes,Doctor,0,Low,9,Cat_4
,Female,No,23,No,Doctor,0,Low,3,Cat_6
,Female,No,42,Yes,Artist,0,Low,2,Cat_1
,Male,Yes,48,No,Executive,1,High,4,Cat_1
,Male,No,28,Yes,Healthcare,0,Low,7,Cat_6
,Female,Yes,65,Yes,Artist,3,Average,2,Cat_6
,Female,No,28,No,Doctor,0,Low,5,Cat_3
,Male,Yes,85,Yes,Lawyer,,Low,1,Cat_6
,Male,No,18,No,Healthcare,1,Low,4,Cat_6
,Male,Yes,35,Yes,Artist,4,Average,2,Cat_2
,Female,No,27,No,Engineer,1,Low,1,Cat_4
,Male,Yes,68,Yes,Entertainment,0,Low,3,Cat_2
,Male,Yes,52,No,Engineer,0,Average,6,Cat_4
,Male,No,20,No,Healthcare,5,Low,5,Cat_2
,Male,Yes,35,Yes,Artist,7,Low,3,Cat_6
,Female,No,21,Yes,Healthcare,0,Low,4,Cat_1
,Female,No,42,No,Entertainment,1,Low,3,Cat_6
,Female,Yes,50,Yes,Artist,0,Average,2,Cat_6
,Male,No,25,No,,0,Low,1,Cat_4
,Female,No,32,No,Artist,1,Low,6,Cat_4
,Male,No,19,No,Healthcare,8,Low,5,Cat_2
,Male,No,22,No,Healthcare,0,Low,4,Cat_6
,Male,No,27,Yes,Healthcare,1,Low,3,Cat_6
,Male,No,22,No,Healthcare,0,Low,4,Cat_4
,Female,Yes,55,Yes,Artist,1,Average,3,Cat_6
,Female,No,22,No,Lawyer,8,Low,1,Cat_6
,Male,Yes,40,No,,0,Average,2,Cat_3
,Female,No,46,Yes,Artist,1,Low,1,Cat_3
,Male,Yes,65,Yes,Entertainment,3,Low,3,Cat_6
,Female,No,18,No,Healthcare,0,Low,4,Cat_6
,Female,Yes,53,Yes,Artist,2,Average,4,Cat_6
,Male,,35,Yes,Artist,5,Low,1,Cat_6
,Male,Yes,59,No,Executive,0,Low,5,Cat_4
,Female,No,32,Yes,Healthcare,8,Low,3,Cat_6
,Male,Yes,39,Yes,Artist,1,Average,3,Cat_6
,Male,Yes,88,No,Artist,7,Low,1,Cat_6
,Male,Yes,61,Yes,Executive,9,High,3,Cat_6
,Male,No,21,No,Healthcare,1,Low,4,Cat_6
,Male,No,31,Yes,Healthcare,1,Low,4,Cat_6
,Male,Yes,58,Yes,Artist,1,Average,4,Cat_6
,Female,No,27,Yes,Marketing,3,Low,3,Cat_6
,Female,Yes,51,Yes,Engineer,1,Average,2,Cat_6
,Female,Yes,48,Yes,Engineer,0,High,4,Cat_6
,Male,No,25,Yes,Executive,3,Low,3,Cat_6
,Male,Yes,89,No,Executive,0,High,2,Cat_6
,Female,,51,Yes,Artist,0,Low,4,Cat_2
,Female,No,40,Yes,Artist,6,Low,1,Cat_6
,Male,No,56,Yes,Artist,2,Low,1,Cat_6
,Male,Yes,36,Yes,Entertainment,9,High,3,Cat_6
,Female,No,38,Yes,Doctor,5,Low,5,Cat_2
,Male,Yes,47,Yes,Entertainment,1,Low,4,Cat_6
,Male,Yes,61,Yes,Artist,1,Average,4,Cat_6
,Male,Yes,89,Yes,Lawyer,0,High,2,Cat_6
,Male,Yes,55,No,Homemaker,2,Low,1,Cat_3
,Male,Yes,88,No,,,High,3,Cat_6
,Female,Yes,43,Yes,Artist,4,Average,2,Cat_6
,Male,No,28,No,Doctor,10,Low,3,Cat_6
,Male,Yes,42,No,Entertainment,0,Average,4,Cat_4
,Male,No,33,Yes,Artist,1,Low,,Cat_4
,Female,Yes,60,No,Lawyer,,High,2,Cat_6
,Male,No,59,Yes,Artist,1,Low,1,Cat_6
,Male,No,31,Yes,Healthcare,0,Low,,Cat_5
,Female,No,31,Yes,Artist,2,Low,,Cat_6
,Male,Yes,43,Yes,Doctor,14,Low,2,Cat_6
,Female,No,42,Yes,Marketing,10,Low,3,Cat_6
,Male,Yes,29,No,Entertainment,7,Average,2,Cat_3
,Female,No,53,Yes,Artist,3,Low,,Cat_4
,Female,No,21,No,Healthcare,8,Low,7,Cat_2
,Male,No,41,Yes,Entertainment,7,Low,2,Cat_1
,Male,Yes,48,Yes,Doctor,0,Average,3,Cat_3
,Male,No,31,No,Healthcare,1,Low,4,Cat_6
,Male,No,26,Yes,Doctor,4,Low,3,Cat_2
,Female,No,18,No,Healthcare,0,Low,5,Cat_4
,Female,No,19,No,Healthcare,8,Low,,Cat_6
,Male,Yes,42,Yes,Executive,1,High,3,Cat_6
,Female,Yes,52,No,Engineer,9,Average,5,Cat_4
,Female,Yes,50,Yes,Artist,4,Average,2,Cat_5
,Male,No,33,No,Entertainment,1,Low,,Cat_6
,Female,Yes,75,Yes,,0,High,2,Cat_6
,Male,Yes,71,Yes,Executive,0,High,3,Cat_6
,Female,Yes,59,No,Entertainment,8,Average,2,Cat_6
,Female,Yes,85,Yes,Lawyer,0,High,2,Cat_6
,Male,Yes,29,No,Executive,1,High,3,Cat_6
,Male,Yes,43,No,Executive,4,Average,5,Cat_4
,Female,No,52,Yes,Artist,1,Low,1,Cat_6
,Male,Yes,36,Yes,Homemaker,,Average,2,Cat_3
,Female,No,59,Yes,Doctor,0,Low,4,Cat_6
,Female,No,23,No,Healthcare,1,Low,3,Cat_6
,Female,No,39,Yes,Artist,0,Low,1,Cat_4
,Male,Yes,39,Yes,Entertainment,1,Average,2,Cat_6
,Female,Yes,46,Yes,Entertainment,5,Low,2,Cat_6
,Male,No,33,No,Marketing,0,Low,4,Cat_3
,Male,Yes,53,Yes,Executive,0,High,4,Cat_6
,Female,,50,Yes,Artist,8,Average,1,Cat_6
,Female,Yes,62,Yes,Artist,1,Low,1,Cat_6
,Male,Yes,46,Yes,Artist,1,Average,5,Cat_2
,Male,Yes,40,Yes,Artist,0,Average,2,Cat_6
,Male,No,62,Yes,Entertainment,1,Low,4,Cat_2
,Female,No,31,Yes,Healthcare,,Low,2,Cat_4
,Female,No,25,No,Artist,1,Low,3,Cat_6
,Male,No,23,No,Marketing,0,Low,,
,Male,No,22,No,Marketing,3,Low,6,Cat_3
,Female,Yes,47,Yes,Artist,1,High,6,Cat_6
,Male,Yes,68,Yes,Artist,0,High,2,Cat_6
,Male,No,25,No,Entertainment,5,Low,2,Cat_6
,Female,No,30,No,Artist,0,Low,,Cat_6
,Male,Yes,27,No,Executive,0,Low,6,Cat_6
,Male,Yes,38,Yes,Entertainment,2,Average,3,Cat_3
,Female,No,33,No,,,Low,1,Cat_7
,Female,Yes,46,No,Artist,5,Low,5,Cat_6
,Female,Yes,37,Yes,Artist,1,Low,2,Cat_6
,Female,Yes,41,Yes,Artist,0,Average,2,Cat_6
,Female,No,29,No,Artist,1,Low,1,Cat_3
,Female,No,19,No,Entertainment,1,Low,5,Cat_6
,Male,Yes,82,No,Executive,1,High,2,Cat_4
,Female,Yes,48,Yes,Doctor,1,Low,1,Cat_3
,Male,Yes,67,Yes,Artist,1,High,2,Cat_6
,Female,Yes,77,Yes,Lawyer,0,High,2,Cat_6
,Male,,56,Yes,Artist,1,Average,2,Cat_6
,Male,Yes,69,Yes,Executive,0,Low,,Cat_6
,Male,Yes,40,Yes,Artist,,Low,3,Cat_6
,Male,Yes,61,Yes,Artist,0,Low,1,Cat_6
,Male,Yes,46,Yes,Artist,0,Average,5,Cat_6
,Female,,31,No,Doctor,1,Low,4,Cat_6
,Male,Yes,39,Yes,Artist,0,Average,3,Cat_6
,Female,Yes,89,Yes,Artist,0,High,3,Cat_6
,Male,Yes,30,No,Artist,,Average,3,Cat_6
,Female,,59,Yes,Artist,1,Average,4,Cat_6
,Female,Yes,47,Yes,Engineer,0,Average,2,Cat_6
,Female,No,22,No,Healthcare,0,Low,3,Cat_3
,Female,No,42,Yes,Artist,7,Low,3,Cat_6
,Male,Yes,69,Yes,Artist,0,High,2,Cat_6
,Female,No,30,Yes,Entertainment,0,Low,5,Cat_1
,Male,Yes,39,No,Executive,12,High,7,Cat_6
,Male,No,27,No,Artist,1,Low,1,Cat_4
,Male,Yes,30,No,Engineer,1,Average,3,Cat_4
,Male,Yes,47,Yes,Executive,7,High,4,Cat_6
,Female,Yes,81,No,Lawyer,0,High,2,Cat_6
,Male,Yes,42,No,Doctor,0,Average,3,Cat_6
,Female,No,43,Yes,Artist,1,Low,1,Cat_4
,Female,No,31,No,Entertainment,11,Low,5,Cat_7
,Female,Yes,39,Yes,Artist,8,Average,3,Cat_6
,Female,Yes,57,Yes,Artist,0,Average,4,Cat_4
,Male,Yes,35,Yes,,,Low,2,Cat_6
,Male,No,43,Yes,Doctor,0,Low,,Cat_6
,Female,No,31,No,Healthcare,0,Low,3,Cat_6
,Female,No,28,Yes,Engineer,1,Low,6,Cat_2
,Male,Yes,58,Yes,Artist,0,Average,2,Cat_4
,Male,Yes,71,Yes,Lawyer,0,High,2,Cat_6
,Female,Yes,36,Yes,Homemaker,0,Average,2,Cat_6
,Female,No,43,Yes,Artist,1,Low,3,Cat_6
,Male,Yes,69,Yes,Artist,1,Low,2,Cat_6
,Male,Yes,77,Yes,Lawyer,0,Low,1,Cat_6
,Male,Yes,50,Yes,Artist,1,Average,4,Cat_6
,Female,Yes,50,Yes,Artist,1,Average,4,Cat_6
,Female,No,40,Yes,Healthcare,6,Low,2,Cat_6
,Female,Yes,43,Yes,Engineer,9,Average,2,Cat_6
,Male,No,37,No,Entertainment,,Low,1,Cat_6
,Male,Yes,35,Yes,Artist,,Average,,Cat_6
,Female,Yes,65,Yes,Lawyer,0,High,3,Cat_6
,Female,Yes,46,Yes,Artist,0,Average,4,Cat_3
,Male,Yes,35,No,Entertainment,1,Average,4,Cat_4
,Female,Yes,86,No,Lawyer,0,High,2,Cat_6
,Male,No,63,No,Entertainment,7,Low,1,Cat_6
,Female,Yes,40,Yes,Artist,9,Average,5,Cat_6
,Female,Yes,55,Yes,Artist,10,Low,1,Cat_6
,Male,No,37,Yes,Healthcare,1,Low,4,Cat_4
,Male,No,31,Yes,Artist,0,Low,1,Cat_6
,Male,No,28,Yes,Healthcare,4,Low,4,Cat_6
,Female,Yes,48,Yes,Engineer,1,High,3,Cat_6
,Male,No,38,Yes,Artist,,Low,2,Cat_6
,Male,Yes,57,Yes,Artist,1,Average,5,Cat_6
,Female,No,48,No,Entertainment,,Low,1,Cat_6
,Female,Yes,79,Yes,Lawyer,4,High,,Cat_6
,Male,Yes,81,Yes,Lawyer,1,Low,1,Cat_6
,Female,No,21,No,Marketing,1,Low,8,Cat_6
,Female,No,33,Yes,Healthcare,1,Low,2,Cat_6
,Male,No,38,Yes,Artist,0,Low,2,Cat_6
,Female,Yes,37,Yes,Artist,,Average,3,Cat_6
,Female,No,33,Yes,Artist,10,Low,1,Cat_7
,Male,Yes,38,Yes,Artist,8,Average,2,Cat_4
,Female,Yes,39,Yes,Artist,1,Average,4,Cat_6
,Female,Yes,59,Yes,Artist,0,High,2,Cat_6
,Female,Yes,57,Yes,Artist,,Average,4,Cat_2
,Male,Yes,80,Yes,Lawyer,1,Low,1,Cat_6
,Male,Yes,42,No,Entertainment,6,Low,3,Cat_6
,Male,Yes,75,Yes,Lawyer,2,Low,1,Cat_6
,Female,No,29,No,Engineer,9,Low,2,Cat_4
,Female,No,33,Yes,Engineer,1,Low,2,Cat_6
,Female,Yes,63,Yes,Artist,1,Low,2,Cat_6
,Male,No,33,Yes,Entertainment,9,Low,6,Cat_6
,Male,No,22,No,Healthcare,8,Low,4,Cat_6
,Male,Yes,36,Yes,Artist,8,Average,2,Cat_6
,Female,Yes,53,Yes,Artist,0,Average,3,Cat_6
,Male,Yes,35,Yes,Entertainment,6,Low,5,Cat_3
,Female,Yes,29,Yes,Healthcare,6,Average,2,Cat_6
,Female,Yes,31,Yes,Healthcare,0,Low,1,Cat_1
,Male,Yes,38,Yes,Artist,0,Low,4,Cat_3
,Male,No,22,No,Healthcare,9,Low,8,Cat_6
,Female,Yes,57,Yes,Artist,1,Average,3,Cat_4
,Female,Yes,42,No,Engineer,1,Average,6,Cat_4
,Male,No,78,Yes,Entertainment,,Low,1,Cat_6
,Female,Yes,77,Yes,Lawyer,6,High,2,Cat_6
,Male,Yes,79,Yes,Lawyer,1,High,2,Cat_6
,Male,Yes,53,Yes,Healthcare,3,High,4,Cat_7
,Female,Yes,42,Yes,Artist,1,Low,2,Cat_6
,Female,No,72,Yes,Artist,1,Low,2,Cat_2
,Male,Yes,71,No,Executive,1,Average,2,Cat_6
,Female,No,25,No,Engineer,9,Low,1,Cat_6
,Male,Yes,74,Yes,Lawyer,,High,2,Cat_6
,Male,Yes,61,Yes,Executive,0,Low,3,Cat_6
,Male,Yes,48,Yes,Doctor,5,Average,3,Cat_5
,Female,No,28,No,Healthcare,0,Low,4,Cat_6
,Female,Yes,43,Yes,Entertainment,0,Average,2,Cat_2
,Female,No,18,No,Healthcare,,Low,3,Cat_3
,Male,Yes,82,Yes,Lawyer,0,High,2,Cat_6
,Male,Yes,40,Yes,Artist,14,Low,1,Cat_6
,Male,No,32,No,Healthcare,9,Low,3,Cat_6
,Male,No,27,Yes,Healthcare,,Low,4,Cat_6
,Male,,55,Yes,Entertainment,,Average,5,Cat_6
,Female,No,21,No,Healthcare,3,Low,2,Cat_4
,Female,No,28,No,Entertainment,10,Low,2,Cat_6
,Male,Yes,43,Yes,Artist,3,Average,3,Cat_6
,Female,Yes,38,No,Engineer,0,Average,5,Cat_3
,Male,Yes,63,Yes,Artist,5,Average,4,Cat_6
,Male,Yes,25,Yes,Artist,3,Average,2,Cat_6
,Male,Yes,41,Yes,Artist,8,Average,3,Cat_6
,Male,No,27,Yes,Doctor,,Low,1,Cat_4
,Male,Yes,37,Yes,Artist,1,Average,3,Cat_6
,Female,Yes,57,No,Engineer,0,Low,1,Cat_6
,Male,Yes,86,Yes,Healthcare,0,Low,1,Cat_6
,Male,Yes,56,No,Executive,1,High,8,Cat_4
,Female,No,27,Yes,Homemaker,9,Low,1,Cat_6
,Male,Yes,70,No,Executive,1,High,2,Cat_6
,Female,No,22,No,Healthcare,8,Low,4,Cat_6
,Male,Yes,35,Yes,Doctor,5,High,2,Cat_6
,Male,No,31,No,Healthcare,2,Low,2,Cat_5
,Male,Yes,40,Yes,Artist,1,Average,4,Cat_6
,Female,Yes,43,Yes,Artist,0,Low,2,Cat_6
,Female,Yes,38,No,Engineer,9,Low,2,Cat_6
,Male,Yes,84,Yes,Lawyer,,Low,,Cat_4
,Female,No,28,No,Entertainment,1,Low,4,Cat_6
,Female,No,39,No,Engineer,2,Low,,Cat_3
,Female,No,48,Yes,Artist,1,Low,1,Cat_3
,Female,Yes,41,Yes,Artist,8,Average,2,Cat_6
,Female,No,29,No,Healthcare,0,Low,3,Cat_6
,Male,Yes,45,No,Artist,1,Average,3,Cat_6
,Female,Yes,45,Yes,Artist,,High,5,Cat_6
,Female,No,41,Yes,Entertainment,5,Low,2,Cat_6
,Female,Yes,28,No,Homemaker,9,High,3,Cat_6
,Male,No,20,,Healthcare,0,Low,3,Cat_6
,Female,Yes,69,Yes,Lawyer,1,High,2,Cat_6
,Male,Yes,53,Yes,Artist,1,Average,3,Cat_6
,Male,,47,,Executive,1,Average,5,Cat_4
,Female,Yes,81,Yes,Lawyer,1,High,2,Cat_6
,Male,Yes,48,Yes,Doctor,9,Average,5,Cat_6
,Female,Yes,45,Yes,Artist,8,Average,2,Cat_6
,Female,Yes,28,No,Entertainment,,Average,2,Cat_4
,Male,Yes,57,No,Entertainment,0,High,3,Cat_4
,Male,Yes,51,Yes,Artist,,High,3,Cat_6
,Male,No,27,No,Entertainment,0,Low,3,Cat_3
,Female,No,27,Yes,Entertainment,8,Low,3,Cat_6
,Male,Yes,30,Yes,Healthcare,1,High,2,Cat_4
,Female,No,21,No,Healthcare,1,Low,4,Cat_6
,Male,No,38,Yes,Entertainment,1,Low,2,Cat_2
,Male,Yes,57,No,Marketing,1,High,3,Cat_6
,Female,Yes,78,Yes,Lawyer,1,High,2,Cat_6
,Female,Yes,46,Yes,Homemaker,8,Average,3,Cat_3
,Male,Yes,75,No,Executive,1,High,2,Cat_6
,Female,Yes,39,Yes,Homemaker,,Low,1,Cat_3
,Male,,61,Yes,Artist,1,Average,5,Cat_6
,Female,Yes,52,Yes,Engineer,4,Low,1,Cat_3
,Female,No,25,No,Homemaker,0,Low,3,Cat_2
,Female,Yes,37,Yes,Artist,,Average,3,Cat_7
,Male,Yes,31,Yes,Healthcare,2,Low,2,Cat_6
,Female,No,18,No,Healthcare,1,Low,4,Cat_6
,Male,No,36,Yes,Engineer,,Low,2,Cat_3
,Female,Yes,59,Yes,Artist,3,High,5,Cat_1
,Male,Yes,39,Yes,Artist,0,Average,2,Cat_6
,Female,Yes,52,,Engineer,1,Low,1,Cat_4
,Female,No,25,Yes,Artist,9,Low,1,Cat_6
,Female,Yes,47,No,Artist,7,Low,1,Cat_6
,Male,Yes,32,Yes,Entertainment,1,Low,2,Cat_6
,Female,Yes,38,No,Doctor,1,Average,2,Cat_4
,Male,Yes,52,Yes,Artist,3,Average,4,Cat_6
,Male,No,21,No,Healthcare,0,Low,6,Cat_3
,Male,Yes,70,No,Lawyer,0,Low,1,Cat_6
,Male,No,31,No,Healthcare,8,Low,4,Cat_6
,Female,No,23,No,Doctor,0,Low,4,Cat_6
,Male,No,33,No,Marketing,1,Low,3,Cat_4
,Male,Yes,37,Yes,Marketing,,High,2,Cat_6
,Female,Yes,77,Yes,Lawyer,1,High,2,Cat_6
,Female,Yes,42,Yes,Engineer,8,Low,2,Cat_3
,Male,Yes,73,Yes,Healthcare,1,Average,3,Cat_6
,Female,Yes,40,Yes,Engineer,1,Average,6,Cat_4
,Female,No,33,Yes,Artist,0,Low,3,Cat_3
,Male,No,18,No,Healthcare,0,Low,3,Cat_3
,Female,,22,No,Doctor,6,High,3,Cat_6
,Female,Yes,43,Yes,,1,Low,2,Cat_6
,Female,,29,No,Healthcare,1,Low,4,Cat_6
,Male,,37,Yes,Doctor,8,Low,6,Cat_6
,Male,Yes,59,Yes,Artist,1,Low,2,Cat_6
,Female,No,32,No,Healthcare,8,Low,4,Cat_6
,Female,No,42,No,Homemaker,,Low,1,Cat_3
,Female,Yes,46,Yes,Artist,1,Low,1,Cat_6
,Male,Yes,53,Yes,Entertainment,1,Low,3,Cat_2
,Male,Yes,41,Yes,Artist,1,Average,3,Cat_6
,Male,No,21,No,Healthcare,1,Low,3,Cat_4
,Male,Yes,62,No,Executive,0,High,2,Cat_4
,Male,No,31,No,Healthcare,,Low,,Cat_6
,Female,No,58,Yes,Engineer,1,Low,1,Cat_6
,Male,Yes,36,Yes,Artist,4,Low,1,Cat_6
,Female,No,28,Yes,Entertainment,0,Low,2,Cat_6
,Female,Yes,47,Yes,Doctor,1,Average,4,Cat_6
,Female,No,36,No,Engineer,9,Low,,Cat_4
,Male,No,36,Yes,Artist,0,Low,,Cat_6
,Female,,33,Yes,Healthcare,0,Low,5,Cat_3
,Female,Yes,46,Yes,Artist,0,High,4,Cat_6
,Male,Yes,49,Yes,Artist,0,Average,2,Cat_7
,Male,No,33,No,Healthcare,0,Low,5,Cat_6
,Female,Yes,49,Yes,Homemaker,8,Average,2,Cat_6
,Male,Yes,25,Yes,Artist,9,Low,4,Cat_6
,Male,Yes,80,Yes,Executive,3,Low,1,Cat_6
,Male,No,36,Yes,Healthcare,8,Low,4,Cat_2
,Male,No,26,No,Engineer,7,Low,1,Cat_6
,Female,Yes,45,No,Doctor,1,Low,1,Cat_6
,Female,Yes,41,Yes,Entertainment,,Average,4,Cat_6
,Female,Yes,69,Yes,Artist,0,Low,2,Cat_6
,Male,Yes,53,Yes,Entertainment,1,Average,4,Cat_6
,Male,Yes,41,Yes,Artist,8,High,2,Cat_2
,Male,Yes,43,No,Executive,1,Low,4,Cat_6
,Female,Yes,51,Yes,Artist,1,Average,2,Cat_7
,Male,Yes,45,Yes,Artist,1,Average,6,Cat_5
,Male,Yes,50,Yes,Executive,4,High,3,Cat_6
,Male,Yes,57,Yes,Doctor,0,Average,4,Cat_6
,Male,Yes,70,Yes,Lawyer,3,High,2,Cat_6
,Female,Yes,59,No,Artist,1,Low,3,Cat_4
,Male,Yes,84,Yes,Lawyer,,Low,1,Cat_6
,Female,No,30,Yes,Healthcare,0,Low,5,Cat_2
,Male,Yes,43,Yes,Engineer,,Average,4,Cat_7
,Male,No,40,Yes,Artist,7,Low,1,Cat_6
,Male,Yes,74,No,Lawyer,0,Low,1,Cat_6
,Male,No,33,No,Marketing,0,Low,3,Cat_3
,Female,Yes,63,Yes,Marketing,2,Low,1,Cat_6
,Male,Yes,41,Yes,Executive,,High,5,Cat_6
,Female,Yes,60,No,Lawyer,1,Average,3,Cat_6
,Male,Yes,62,Yes,Artist,0,Average,,Cat_4
,Male,No,31,Yes,Doctor,3,Low,4,Cat_6
,Female,Yes,28,Yes,Homemaker,9,Average,2,Cat_3
,Female,Yes,37,No,Entertainment,1,Average,2,Cat_4
,Male,Yes,70,No,Lawyer,0,High,2,Cat_6
,Male,Yes,78,No,Entertainment,0,Low,2,Cat_6
,Male,No,19,No,,9,Low,3,Cat_4
,Female,No,38,Yes,Artist,8,Low,8,Cat_2
,Male,No,19,No,Entertainment,0,Low,3,Cat_6
,Female,Yes,28,No,Doctor,9,Low,1,Cat_7
,Female,Yes,73,No,Executive,0,Low,3,Cat_4
,Male,Yes,84,No,Lawyer,1,High,2,Cat_6
,Male,No,21,No,Healthcare,7,Low,4,Cat_3
,Male,Yes,79,No,Lawyer,0,High,2,Cat_6
,Male,No,20,No,Healthcare,0,Low,,Cat_6
,Male,No,59,No,Entertainment,,Low,1,Cat_3
,Male,Yes,42,Yes,Artist,0,Average,3,Cat_6
,Male,Yes,55,Yes,Homemaker,0,Low,4,Cat_6
,Male,Yes,41,Yes,Artist,0,Low,2,Cat_6
,Male,Yes,48,Yes,Entertainment,1,Low,,Cat_4
,Male,Yes,72,Yes,Executive,1,High,4,Cat_6
,Male,Yes,52,No,Artist,,Average,6,Cat_6
,Female,No,25,Yes,,8,Low,1,Cat_6
,Male,Yes,56,Yes,Artist,0,Low,2,Cat_6
,Male,Yes,80,No,Lawyer,,High,2,Cat_6
,Male,Yes,83,No,Executive,0,Low,7,Cat_6
,Male,Yes,48,Yes,Artist,1,Average,2,
,Female,Yes,47,Yes,Doctor,1,Average,2,Cat_4
,Female,Yes,47,Yes,Doctor,1,Average,2,Cat_4
,Female,Yes,83,No,Lawyer,1,High,2,Cat_6
,Female,Yes,38,No,Engineer,1,Low,1,Cat_4
,Male,No,29,Yes,Healthcare,3,Low,3,Cat_4
,Male,Yes,50,Yes,Entertainment,0,Average,4,Cat_6
,Female,Yes,52,No,Engineer,6,Average,4,Cat_4
,Male,Yes,67,No,Lawyer,,High,2,Cat_6
,Male,No,33,Yes,Entertainment,1,Low,8,Cat_4
,Male,Yes,36,No,Executive,1,High,6,Cat_4
,Male,Yes,65,No,Entertainment,7,Average,4,Cat_4
,Female,No,25,No,Marketing,1,Low,9,Cat_5
,Male,Yes,27,No,Entertainment,4,Low,4,Cat_3
,Male,Yes,22,No,Doctor,1,Low,4,Cat_6
,Male,Yes,51,No,Engineer,0,Average,3,Cat_6
,Female,No,42,Yes,Entertainment,1,Low,1,Cat_6
,Male,Yes,46,Yes,Artist,,Average,4,Cat_6
,Female,No,23,No,Healthcare,1,Low,3,Cat_3
,Male,Yes,80,Yes,Lawyer,0,High,2,Cat_6
,Female,Yes,40,Yes,Entertainment,12,Low,6,Cat_6
,Female,Yes,48,Yes,Artist,0,Average,2,Cat_6
,Female,No,55,Yes,Artist,3,Low,1,Cat_6
,Male,Yes,36,Yes,Entertainment,1,Low,3,Cat_3
,Male,Yes,41,Yes,Artist,12,Average,2,Cat_6
,Female,No,32,Yes,Artist,0,Low,3,Cat_6
,Male,Yes,37,Yes,Entertainment,8,Average,2,Cat_2
,Male,No,30,No,Healthcare,0,Low,2,Cat_4
,Female,Yes,79,Yes,Lawyer,1,Low,1,Cat_6
,Male,Yes,65,Yes,Artist,0,Average,4,Cat_2
,Male,Yes,49,Yes,Executive,0,High,4,Cat_6
,Male,Yes,53,Yes,Artist,1,Average,4,Cat_2
,Male,No,20,No,Healthcare,8,Low,5,Cat_6
,Female,Yes,78,No,Lawyer,1,High,2,Cat_6
,Male,No,32,Yes,Doctor,6,Low,5,Cat_6
,Male,No,23,No,Healthcare,3,Low,2,Cat_4
,Female,Yes,40,Yes,Artist,1,Average,2,Cat_6
,Female,No,30,No,Engineer,0,Low,3,Cat_6
,Male,Yes,45,Yes,Entertainment,0,Low,4,Cat_2
,Male,Yes,25,No,Healthcare,1,Average,2,Cat_6
,Female,No,20,No,Healthcare,0,Low,4,Cat_6
,Female,Yes,28,,Homemaker,6,Average,3,Cat_3
,Female,No,27,Yes,Healthcare,1,Low,3,Cat_7
,Male,No,19,No,Healthcare,0,Low,3,Cat_2
,Female,No,27,No,Doctor,1,Low,,
,Female,No,26,Yes,Healthcare,0,Low,4,Cat_2
,Male,Yes,55,No,Artist,0,Average,2,Cat_6
,Female,Yes,41,No,Engineer,8,Average,3,Cat_6
,Male,No,25,No,Healthcare,0,Low,4,Cat_6
,Female,Yes,67,Yes,Artist,1,Average,2,Cat_6
,Female,Yes,25,No,Engineer,,Average,2,Cat_6
,Male,Yes,87,Yes,Lawyer,0,Low,1,Cat_6
,Male,Yes,26,No,Doctor,9,Low,6,Cat_6
,Female,Yes,37,Yes,Artist,4,Low,1,Cat_3
,Male,No,42,Yes,Doctor,1,Low,1,Cat_6
,Female,No,31,Yes,Healthcare,6,Low,4,Cat_2
,Female,No,20,No,Healthcare,0,Low,3,Cat_6
,Male,Yes,51,Yes,Entertainment,,High,4,Cat_6
,Female,Yes,88,Yes,Lawyer,0,Low,1,Cat_6
,Male,No,33,Yes,Healthcare,8,Low,4,Cat_2
,Female,No,55,Yes,Artist,1,Low,1,Cat_6
,Male,No,22,No,Healthcare,1,Low,3,Cat_6
,Female,No,39,Yes,Engineer,1,Low,3,Cat_6
,Male,Yes,62,Yes,Artist,0,Low,3,Cat_6
,Female,Yes,37,No,Homemaker,13,Average,3,Cat_6
,Female,No,26,Yes,Homemaker,9,Low,1,Cat_2
,Male,No,27,Yes,Artist,9,Low,2,Cat_3
,Male,No,29,Yes,Healthcare,1,Low,4,Cat_2
,Female,No,31,Yes,Entertainment,1,Low,1,Cat_6
,Male,Yes,40,Yes,Entertainment,9,Average,5,Cat_6
,Male,Yes,56,Yes,Entertainment,0,Low,2,Cat_3
,Female,Yes,45,Yes,Artist,1,High,5,Cat_6
,Female,No,40,Yes,Entertainment,5,Low,1,Cat_3
,Male,No,30,Yes,Healthcare,9,Low,3,Cat_6
,Male,No,23,No,Healthcare,1,Low,4,Cat_6
,Male,Yes,46,Yes,Artist,0,Low,2,Cat_6
,Female,Yes,39,Yes,Healthcare,8,High,2,Cat_1
,Female,Yes,65,No,Lawyer,0,High,9,Cat_4
,Male,No,40,Yes,Artist,0,Low,1,Cat_6
,Male,Yes,36,No,Engineer,,Average,,Cat_3
,Female,No,18,No,Healthcare,3,Low,4,Cat_4
,Male,Yes,73,Yes,Executive,1,High,2,Cat_6
,Female,Yes,67,No,Engineer,,Average,4,Cat_4
,Female,Yes,50,Yes,Artist,1,Average,3,Cat_6
,Male,Yes,38,Yes,Artist,4,Average,3,Cat_6
,Male,No,18,No,Healthcare,0,Low,5,Cat_6
,Male,No,19,No,,9,Low,4,Cat_4
,Male,No,19,No,Healthcare,0,Low,4,Cat_4
,Female,Yes,39,Yes,Artist,9,Low,,Cat_4
